demand,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
133,163.0,107.0,26.0,26.0,36.0,136.21153846153842,36.810467618162654
158,133.0,163.0,107.0,26.0,26.0,141.62500000000003,34.616310129332554
132,158.0,133.0,163.0,107.0,26.0,146.75000000000003,34.6529218712717
142,132.0,158.0,133.0,163.0,107.0,152.08653846153848,20.01966181833909
129,142.0,132.0,158.0,133.0,163.0,157.05769230769232,28.162042791047448
186,129.0,142.0,132.0,158.0,133.0,161.25961538461542,25.83006478939688
149,186.0,129.0,142.0,132.0,158.0,167.06730769230768,37.53334319800271
189,149.0,186.0,129.0,142.0,132.0,172.0673076923077,22.05713442712134
167,189.0,149.0,186.0,129.0,142.0,176.19230769230762,7.276438476752826
235,167.0,189.0,149.0,186.0,129.0,181.22115384615384,23.998947654589397
343,235.0,167.0,189.0,149.0,186.0,185.9326923076923,55.53555939652857
244,343.0,235.0,167.0,189.0,149.0,190.9423076923077,74.6170429333395
255,244.0,343.0,235.0,167.0,189.0,196.15384615384613,29.153654675278663
316,255.0,244.0,343.0,235.0,167.0,201.4807692307692,41.5973176992691
287,316.0,255.0,244.0,343.0,235.0,206.11538461538464,68.02495508223389
312,287.0,316.0,255.0,244.0,343.0,210.2692307692308,51.85002836263456
353,312.0,287.0,316.0,255.0,244.0,214.9519230769231,13.553306771240432
325,353.0,312.0,287.0,316.0,255.0,219.3942307692308,32.371969795230854
302,325.0,353.0,312.0,287.0,316.0,224.1923076923077,50.07204307563154
249,302.0,325.0,353.0,312.0,287.0,229.8076923076923,13.717629176545046
267,249.0,302.0,325.0,353.0,312.0,234.90384615384616,2.959369123612433
236,267.0,249.0,302.0,325.0,353.0,238.7692307692308,-18.285689101195945
206,236.0,267.0,249.0,302.0,325.0,243.1923076923077,-45.13950414234025
376,206.0,236.0,267.0,249.0,302.0,248.53846153846158,-1.9676781578434983
253,376.0,206.0,236.0,267.0,249.0,253.99038461538458,27.50222474973017
313,253.0,376.0,206.0,236.0,267.0,259.0673076923077,8.931121554069833
328,313.0,253.0,376.0,206.0,236.0,262.5576923076923,15.797105027396645
264,328.0,313.0,253.0,376.0,206.0,265.7788461538462,11.695139782774742
339,264.0,328.0,313.0,253.0,376.0,269.1923076923077,-42.108748538770215
234,339.0,264.0,328.0,313.0,253.0,272.30769230769226,38.22197852430017
287,234.0,339.0,264.0,328.0,313.0,275.67307692307696,-28.11716620750125
433,287.0,234.0,339.0,264.0,328.0,279.5,-19.94349042648211
161,433.0,287.0,234.0,339.0,264.0,282.98076923076917,16.188518687870346
296,161.0,433.0,287.0,234.0,339.0,286.23076923076917,-41.69229271059774
290,296.0,161.0,433.0,287.0,234.0,288.76923076923083,1.3211266601649552
286,290.0,296.0,161.0,433.0,287.0,291.1826923076924,2.3409562873379244
291,286.0,290.0,296.0,161.0,433.0,294.45192307692315,-7.113573059848077
275,291.0,286.0,290.0,296.0,161.0,296.11538461538464,-10.295666509598195
307,275.0,291.0,286.0,290.0,296.0,296.9807692307693,-50.21173431832267
236,307.0,275.0,291.0,286.0,290.0,298.7115384615385,-32.438699562944564
279,236.0,307.0,275.0,291.0,286.0,300.05769230769226,-79.32912634602799
256,279.0,236.0,307.0,275.0,291.0,301.0673076923077,-38.809296718855045
232,256.0,279.0,236.0,307.0,275.0,301.17307692307685,-53.440108117323106
331,232.0,256.0,279.0,236.0,307.0,299.67307692307696,-50.750406695278365
317,331.0,232.0,256.0,279.0,236.0,298.95192307692315,5.054679342150999
263,317.0,331.0,232.0,256.0,279.0,298.95192307692315,-21.23318333836833
182,263.0,317.0,331.0,232.0,256.0,299.4326923076923,-58.8223280701697
324,182.0,263.0,317.0,331.0,232.0,299.83653846153845,-119.44345006479756
294,324.0,182.0,263.0,317.0,331.0,299.01923076923083,-37.05402698787451
325,294.0,324.0,182.0,263.0,317.0,300.20192307692315,-59.44345006479757
336,325.0,294.0,324.0,182.0,263.0,301.3076923076923,-47.11652698787449
297,336.0,325.0,294.0,324.0,182.0,302.2307692307693,31.29308664545423
334,297.0,336.0,325.0,294.0,324.0,304.08653846153845,36.810467618162654
312,334.0,297.0,336.0,325.0,294.0,304.53846153846155,34.616310129332554
302,312.0,334.0,297.0,336.0,325.0,304.5865384615385,34.6529218712717
322,302.0,312.0,334.0,297.0,336.0,305.43269230769226,20.01966181833909
347,322.0,302.0,312.0,334.0,297.0,307.31730769230774,28.162042791047448
330,347.0,322.0,302.0,312.0,334.0,308.39423076923083,25.83006478939688
343,330.0,347.0,322.0,302.0,312.0,306.75961538461536,37.53334319800271
259,343.0,330.0,347.0,322.0,302.0,307.47115384615387,22.05713442712134
348,259.0,343.0,330.0,347.0,322.0,310.97115384615387,7.276438476752826
394,348.0,259.0,343.0,330.0,347.0,313.0576923076924,23.998947654589397
357,394.0,348.0,259.0,343.0,330.0,315.01923076923083,55.53555939652857
320,357.0,394.0,348.0,259.0,343.0,317.04807692307696,74.6170429333395
359,320.0,357.0,394.0,348.0,259.0,318.50961538461536,29.153654675278663
352,359.0,320.0,357.0,394.0,348.0,319.13461538461553,41.5973176992691
356,352.0,359.0,320.0,357.0,394.0,319.50000000000006,68.02495508223389
254,356.0,352.0,359.0,320.0,357.0,320.15384615384625,51.85002836263456
255,254.0,356.0,352.0,359.0,320.0,321.6442307692307,13.553306771240432
348,255.0,254.0,356.0,352.0,359.0,324.02884615384613,32.371969795230854
279,348.0,255.0,254.0,356.0,352.0,326.41346153846155,50.07204307563154
322,279.0,348.0,255.0,254.0,356.0,328.14423076923083,13.717629176545046
236,322.0,279.0,348.0,255.0,254.0,329.60576923076917,2.959369123612433
182,236.0,322.0,279.0,348.0,255.0,333.75847143870413,-18.285689101195945
383,182.0,236.0,322.0,279.0,348.0,335.1797517879545,-45.13950414234025
314,383.0,182.0,236.0,322.0,279.0,336.6010321372048,-1.9676781578434983
411,314.0,383.0,182.0,236.0,322.0,338.0223124864551,27.50222474973017
348,411.0,314.0,383.0,182.0,236.0,339.4435928357055,8.931121554069833
340,348.0,411.0,314.0,383.0,182.0,340.8648731849558,15.797105027396645
257,340.0,348.0,411.0,314.0,383.0,342.2861535342062,11.695139782774742
434,257.0,340.0,348.0,411.0,314.0,343.7074338834565,-42.108748538770215
335,434.0,257.0,340.0,348.0,411.0,345.1287142327069,38.22197852430017
298,335.0,434.0,257.0,340.0,348.0,346.54999458195715,-28.11716620750125
252,298.0,335.0,434.0,257.0,340.0,347.9712749312075,-19.94349042648211
416,252.0,298.0,335.0,434.0,257.0,349.3925552804578,16.188518687870346
405,416.0,252.0,298.0,335.0,434.0,350.81383562970825,-41.69229271059774
398,405.0,416.0,252.0,298.0,335.0,352.23511597895856,1.3211266601649552
382,398.0,405.0,416.0,252.0,298.0,353.65639632820887,2.3409562873379244
406,382.0,398.0,405.0,416.0,252.0,355.07767667745924,-7.113573059848077
312,406.0,382.0,398.0,405.0,416.0,356.4989570267096,-10.295666509598195
335,312.0,406.0,382.0,398.0,405.0,357.92023737595986,-50.21173431832267
246,335.0,312.0,406.0,382.0,398.0,359.34151772521017,-32.438699562944564
337,246.0,335.0,312.0,406.0,382.0,360.7627980744606,-79.32912634602799
353,337.0,246.0,335.0,312.0,406.0,362.18407842371096,-38.809296718855045
383,353.0,337.0,246.0,335.0,312.0,363.60535877296127,-53.440108117323106
428,383.0,353.0,337.0,246.0,335.0,365.02663912221163,-50.750406695278365
400,428.0,383.0,353.0,337.0,246.0,366.447919471462,5.054679342150999
332,400.0,428.0,383.0,353.0,337.0,367.86919982071225,-21.23318333836833
182,332.0,400.0,428.0,383.0,353.0,369.2904801699626,-58.8223280701697
