demand,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
145,131.0,119.0,92.0,127.0,139.0,101.28846153846152,8.197992463617453
161,145.0,131.0,119.0,92.0,127.0,100.69230769230766,11.863773941139831
113,161.0,145.0,131.0,119.0,92.0,99.84615384615385,21.654555418662184
85,113.0,161.0,145.0,131.0,119.0,98.98076923076924,4.954952280799943
78,85.0,113.0,161.0,145.0,131.0,99.04807692307692,-5.210997010908457
72,78.0,85.0,113.0,161.0,145.0,100.25,-10.944253994924553
47,72.0,78.0,85.0,113.0,161.0,111.984842012676,-15.443970446817115
91,47.0,72.0,78.0,85.0,113.0,113.24943290378513,-33.70856133792623
77,91.0,47.0,72.0,78.0,85.0,114.51402379489424,-19.47315222903533
63,77.0,91.0,47.0,72.0,78.0,115.77861468600334,-15.737743120144438
96,63.0,77.0,91.0,47.0,72.0,117.04320557711245,-26.002334011253552
78,96.0,63.0,77.0,91.0,47.0,118.30779646822157,-14.266924902362653
207,78.0,96.0,63.0,77.0,91.0,119.57238735933065,-20.03151579347177
135,207.0,78.0,96.0,63.0,77.0,120.83697825043976,38.703893315419116
120,135.0,207.0,78.0,96.0,63.0,122.10156914154888,6.939302424310014
70,120.0,135.0,207.0,78.0,96.0,123.366160032658,-6.325288466799093
129,70.0,120.0,135.0,207.0,78.0,124.63075092376712,-33.58987935790821
123,129.0,70.0,120.0,135.0,207.0,125.89534181487622,-0.8544702490173179
136,123.0,129.0,70.0,120.0,135.0,127.15993270598531,-17.619061140126426
116,136.0,123.0,129.0,70.0,120.0,128.42452359709443,13.199246598474845
136,116.0,136.0,123.0,129.0,70.0,129.6891144882035,1.538104999074143
145,136.0,116.0,136.0,123.0,129.0,130.95370537931265,26.295232630442648
113,145.0,136.0,116.0,136.0,123.0,132.21829627042177,53.917744877195794
84,113.0,145.0,136.0,116.0,136.0,133.48288716153087,34.53544943164125
104,84.0,113.0,145.0,136.0,116.0,134.74747805263996,15.379115524548233
83,104.0,84.0,113.0,145.0,136.0,136.01206894374909,20.761243155916745
63,83.0,104.0,84.0,113.0,145.0,137.27665983485818,-1.0248984434839556
68,63.0,83.0,104.0,84.0,113.0,138.5412507259673,-13.945655427500055
67,68.0,63.0,83.0,104.0,84.0,139.8058416170764,-7.02025856536229
138,67.0,68.0,63.0,83.0,104.0,141.07043250818555,-12.84966939553224
161,138.0,67.0,68.0,63.0,83.0,142.33502339929458,11.30168900506707
48,161.0,138.0,67.0,68.0,63.0,143.59961429040374,19.654970482589434
