demand,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
3,12.0,12.0,15.0,9.0,0.0,29.32692307692308,-0.12635690510433628
17,3.0,12.0,12.0,15.0,9.0,30.355769230769234,-7.614496453097254
16,17.0,3.0,12.0,12.0,15.0,31.07692307692308,-1.5834052318594016
14,16.0,17.0,3.0,12.0,12.0,31.80769230769231,-2.222185805493344
17,14.0,16.0,17.0,3.0,12.0,33.30769230769232,-3.8096843278452335
8,17.0,14.0,16.0,17.0,3.0,34.58653846153847,-5.345900798915077
9,8.0,17.0,14.0,16.0,17.0,35.769230769230774,-9.907758295625936
13,9.0,8.0,17.0,14.0,16.0,36.99999999999999,-11.825385023106026
17,13.0,9.0,8.0,17.0,14.0,37.95192307692306,-8.079550212124587
7,17.0,13.0,9.0,8.0,17.0,38.9326923076923,-4.0003820678098085
9,7.0,17.0,13.0,9.0,8.0,39.88461538461538,-6.2289062311873415
23,9.0,7.0,17.0,13.0,9.0,40.711538461538474,-4.072815009949495
96,23.0,9.0,7.0,17.0,13.0,41.92307692307693,-10.916723788711636
71,96.0,23.0,9.0,7.0,17.0,43.29807692307693,18.909239227398007
47,71.0,96.0,23.0,9.0,7.0,44.62500000000001,10.401868910174326
84,47.0,71.0,96.0,23.0,9.0,46.019230769230774,-5.974091150639106
67,84.0,47.0,71.0,96.0,23.0,47.134615384615394,5.253190146495123
28,67.0,84.0,47.0,71.0,96.0,48.355769230769226,-4.509949428861646
91,28.0,67.0,84.0,47.0,71.0,49.75000000000001,1.3358853547559408
96,91.0,28.0,67.0,84.0,47.0,50.53846153846154,11.050309881963274
73,96.0,91.0,28.0,67.0,84.0,51.134615384615394,7.758435797284182
78,73.0,96.0,91.0,28.0,67.0,52.230769230769226,0.9353588468434084
69,78.0,73.0,96.0,91.0,28.0,53.53846153846154,0.7308716399923785
71,69.0,78.0,73.0,96.0,91.0,54.759615384615394,2.9206152023721126
68,71.0,69.0,78.0,73.0,96.0,55.875,-3.5787437993507165
56,68.0,71.0,69.0,78.0,73.0,56.93269230769231,-4.026820749791494
79,56.0,68.0,71.0,69.0,78.0,57.980769230769226,-13.112718213052785
23,79.0,56.0,68.0,71.0,69.0,59.0,0.14112791342951847
87,23.0,79.0,56.0,68.0,71.0,59.88461538461538,-10.23323108829331
88,87.0,23.0,79.0,56.0,68.0,60.68269230769232,7.0558714484454
79,88.0,87.0,23.0,79.0,56.0,61.50000000000001,-4.6486157584056365
100,79.0,88.0,87.0,23.0,79.0,62.20192307692307,8.361640624486919
78,100.0,79.0,88.0,87.0,23.0,62.94230769230769,16.022538033020506
54,78.0,100.0,79.0,88.0,87.0,63.769230769230774,5.651384159502803
88,54.0,78.0,100.0,79.0,88.0,64.47115384615385,-10.98900048324567
64,88.0,54.0,78.0,100.0,79.0,65.17307692307692,13.04689692528792
73,64.0,88.0,54.0,78.0,100.0,66.14423076923077,-2.3434877174605533
90,73.0,64.0,88.0,54.0,78.0,67.33653846153845,0.5385635372268769
93,90.0,73.0,64.0,88.0,54.0,68.07692307692308,-3.8005390542395463
89,93.0,90.0,73.0,64.0,88.0,67.81730769230771,8.254589123524806
82,89.0,93.0,90.0,73.0,64.0,67.35576923076923,-2.1357955192236595
52,82.0,89.0,93.0,90.0,73.0,67.26923076923077,47.47061470982275
81,52.0,82.0,89.0,93.0,90.0,66.90384615384616,-15.106984938387544
71,81.0,52.0,82.0,89.0,93.0,66.28846153846153,-3.953138784541384
38,71.0,81.0,52.0,82.0,89.0,66.61538461538461,-5.967561861464463
55,38.0,71.0,81.0,52.0,82.0,66.94230769230768,-16.582946476849074
91,55.0,38.0,71.0,81.0,52.0,66.39423076923077,0.033249613622387215
66,91.0,55.0,38.0,71.0,81.0,65.98076923076923,13.410494681014091
70,66.0,91.0,55.0,38.0,71.0,65.62500000000001,-2.4686705080044726
70,70.0,66.0,91.0,55.0,38.0,65.49038461538464,0.5720360978487664
67,70.0,70.0,66.0,91.0,55.0,65.40384615384616,1.6159478319071343
66,67.0,70.0,70.0,66.0,91.0,65.19230769230771,3.695115976221913
55,66.0,67.0,70.0,70.0,66.0,64.92307692307692,-0.12635690510433628
57,55.0,66.0,67.0,70.0,70.0,64.56730769230771,-7.614496453097254
59,57.0,55.0,66.0,67.0,70.0,64.96153846153847,-1.5834052318594016
56,59.0,57.0,55.0,66.0,67.0,65.35576923076924,-2.222185805493344
48,56.0,59.0,57.0,55.0,66.0,64.82692307692308,-3.8096843278452335
54,48.0,56.0,59.0,57.0,55.0,64.36538461538464,-5.345900798915077
49,54.0,48.0,56.0,59.0,57.0,64.07692307692308,-9.907758295625936
46,49.0,54.0,48.0,56.0,59.0,63.80769230769231,-11.825385023106026
57,46.0,49.0,54.0,48.0,56.0,63.826923076923094,-8.079550212124587
68,57.0,46.0,49.0,54.0,48.0,63.81730769230769,-4.0003820678098085
72,68.0,57.0,46.0,49.0,54.0,63.759615384615394,-6.2289062311873415
37,72.0,68.0,57.0,46.0,49.0,63.67307692307693,-4.072815009949495
55,37.0,72.0,68.0,57.0,46.0,63.20192307692307,-10.916723788711636
64,55.0,37.0,72.0,68.0,57.0,62.55769230769232,18.909239227398007
45,64.0,55.0,37.0,72.0,68.0,61.96153846153846,10.401868910174326
48,45.0,64.0,55.0,37.0,72.0,62.90384615384616,-5.974091150639106
39,48.0,45.0,64.0,55.0,37.0,69.31527592615704,5.253190146495123
90,39.0,48.0,45.0,64.0,55.0,69.59219908517167,-4.509949428861646
63,90.0,39.0,48.0,45.0,64.0,69.86912224418631,1.3358853547559408
67,63.0,90.0,39.0,48.0,45.0,70.14604540320096,11.050309881963274
59,67.0,63.0,90.0,39.0,48.0,70.4229685622156,7.758435797284182
55,59.0,67.0,63.0,90.0,39.0,70.69989172123023,0.9353588468434084
78,55.0,59.0,67.0,63.0,90.0,70.97681488024486,0.7308716399923785
53,78.0,55.0,59.0,67.0,63.0,71.2537380392595,2.9206152023721126
64,53.0,78.0,55.0,59.0,67.0,71.53066119827416,-3.5787437993507165
32,64.0,53.0,78.0,55.0,59.0,71.8075843572888,-4.026820749791494
66,32.0,64.0,53.0,78.0,55.0,72.08450751630343,-13.112718213052785
77,66.0,32.0,64.0,53.0,78.0,72.36143067531806,0.14112791342951847
74,77.0,66.0,32.0,64.0,53.0,72.6383538343327,-10.23323108829331
46,74.0,77.0,66.0,32.0,64.0,72.91527699334733,7.0558714484454
73,46.0,74.0,77.0,66.0,32.0,73.19220015236199,-4.6486157584056365
76,73.0,46.0,74.0,77.0,66.0,73.46912331137663,8.361640624486919
74,76.0,73.0,46.0,74.0,77.0,73.74604647039126,16.022538033020506
60,74.0,76.0,73.0,46.0,74.0,74.02296962940589,5.651384159502803
81,60.0,74.0,76.0,73.0,46.0,74.29989278842055,-10.98900048324567
65,81.0,60.0,74.0,76.0,73.0,74.57681594743516,13.04689692528792
63,65.0,81.0,60.0,74.0,76.0,74.85373910644981,-2.3434877174605533
51,63.0,65.0,81.0,60.0,74.0,75.13066226546445,0.5385635372268769
65,51.0,63.0,65.0,81.0,60.0,75.4075854244791,-3.8005390542395463
55,65.0,51.0,63.0,65.0,81.0,75.68450858349372,8.254589123524806
214,55.0,65.0,51.0,63.0,65.0,75.96143174250837,-2.1357955192236595
127,214.0,55.0,65.0,51.0,63.0,76.238354901523,47.47061470982275
