date,demand,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5}
2014-12-16,47,17.0,9.0,39.0,44.0,17.0
2014-12-23,17,47.0,17.0,9.0,39.0,44.0
2014-12-30,33,17.0,47.0,17.0,9.0,39.0
2015-01-06,10,33.0,17.0,47.0,17.0,9.0
2015-01-13,36,10.0,33.0,17.0,47.0,17.0
2015-01-20,26,36.0,10.0,33.0,17.0,47.0
2015-01-27,26,26.0,36.0,10.0,33.0,17.0
2015-02-03,107,26.0,26.0,36.0,10.0,33.0
2015-02-10,163,107.0,26.0,26.0,36.0,10.0
2015-02-17,133,163.0,107.0,26.0,26.0,36.0
2015-02-24,158,133.0,163.0,107.0,26.0,26.0
2015-03-03,132,158.0,133.0,163.0,107.0,26.0
2015-03-10,142,132.0,158.0,133.0,163.0,107.0
2015-03-17,129,142.0,132.0,158.0,133.0,163.0
2015-03-24,186,129.0,142.0,132.0,158.0,133.0
2015-03-31,149,186.0,129.0,142.0,132.0,158.0
2015-04-07,189,149.0,186.0,129.0,142.0,132.0
2015-04-14,167,189.0,149.0,186.0,129.0,142.0
2015-04-21,235,167.0,189.0,149.0,186.0,129.0
2015-04-28,343,235.0,167.0,189.0,149.0,186.0
2015-05-05,244,343.0,235.0,167.0,189.0,149.0
2015-05-12,255,244.0,343.0,235.0,167.0,189.0
2015-05-19,316,255.0,244.0,343.0,235.0,167.0
2015-05-26,287,316.0,255.0,244.0,343.0,235.0
2015-06-02,312,287.0,316.0,255.0,244.0,343.0
2015-06-09,353,312.0,287.0,316.0,255.0,244.0
2015-06-16,325,353.0,312.0,287.0,316.0,255.0
2015-06-23,302,325.0,353.0,312.0,287.0,316.0
2015-06-30,249,302.0,325.0,353.0,312.0,287.0
2015-07-07,267,249.0,302.0,325.0,353.0,312.0
2015-07-14,236,267.0,249.0,302.0,325.0,353.0
2015-07-21,206,236.0,267.0,249.0,302.0,325.0
2015-07-28,376,206.0,236.0,267.0,249.0,302.0
2015-08-04,253,376.0,206.0,236.0,267.0,249.0
2015-08-11,313,253.0,376.0,206.0,236.0,267.0
2015-08-18,328,313.0,253.0,376.0,206.0,236.0
2015-08-25,264,328.0,313.0,253.0,376.0,206.0
2015-09-01,339,264.0,328.0,313.0,253.0,376.0
2015-09-08,234,339.0,264.0,328.0,313.0,253.0
2015-09-15,287,234.0,339.0,264.0,328.0,313.0
2015-09-22,433,287.0,234.0,339.0,264.0,328.0
2015-09-29,161,433.0,287.0,234.0,339.0,264.0
2015-10-06,296,161.0,433.0,287.0,234.0,339.0
2015-10-13,290,296.0,161.0,433.0,287.0,234.0
2015-10-20,286,290.0,296.0,161.0,433.0,287.0
2015-10-27,291,286.0,290.0,296.0,161.0,433.0
2015-11-03,275,291.0,286.0,290.0,296.0,161.0
2015-11-10,307,275.0,291.0,286.0,290.0,296.0
2015-11-17,236,307.0,275.0,291.0,286.0,290.0
2015-11-24,279,236.0,307.0,275.0,291.0,286.0
2015-12-01,256,279.0,236.0,307.0,275.0,291.0
2015-12-08,232,256.0,279.0,236.0,307.0,275.0
2015-12-15,331,232.0,256.0,279.0,236.0,307.0
2015-12-22,317,331.0,232.0,256.0,279.0,236.0
2015-12-29,263,317.0,331.0,232.0,256.0,279.0
2016-01-05,182,263.0,317.0,331.0,232.0,256.0
2016-01-12,324,182.0,263.0,317.0,331.0,232.0
2016-01-19,294,324.0,182.0,263.0,317.0,331.0
2016-01-26,325,294.0,324.0,182.0,263.0,317.0
2016-02-02,336,325.0,294.0,324.0,182.0,263.0
2016-02-09,297,336.0,325.0,294.0,324.0,182.0
2016-02-16,334,297.0,336.0,325.0,294.0,324.0
2016-02-23,312,334.0,297.0,336.0,325.0,294.0
2016-03-01,302,312.0,334.0,297.0,336.0,325.0
2016-03-08,322,302.0,312.0,334.0,297.0,336.0
2016-03-15,347,322.0,302.0,312.0,334.0,297.0
2016-03-22,330,347.0,322.0,302.0,312.0,334.0
2016-03-29,343,330.0,347.0,322.0,302.0,312.0
2016-04-05,259,343.0,330.0,347.0,322.0,302.0
2016-04-12,348,259.0,343.0,330.0,347.0,322.0
2016-04-19,394,348.0,259.0,343.0,330.0,347.0
2016-04-26,357,394.0,348.0,259.0,343.0,330.0
2016-05-03,320,357.0,394.0,348.0,259.0,343.0
2016-05-10,359,320.0,357.0,394.0,348.0,259.0
2016-05-17,352,359.0,320.0,357.0,394.0,348.0
2016-05-24,356,352.0,359.0,320.0,357.0,394.0
2016-05-31,254,356.0,352.0,359.0,320.0,357.0
2016-06-07,255,254.0,356.0,352.0,359.0,320.0
2016-06-14,348,255.0,254.0,356.0,352.0,359.0
2016-06-21,279,348.0,255.0,254.0,356.0,352.0
2016-06-28,322,279.0,348.0,255.0,254.0,356.0
2016-07-05,236,322.0,279.0,348.0,255.0,254.0
2016-07-12,182,236.0,322.0,279.0,348.0,255.0
2016-07-19,383,182.0,236.0,322.0,279.0,348.0
2016-07-26,314,383.0,182.0,236.0,322.0,279.0
2016-08-02,411,314.0,383.0,182.0,236.0,322.0
2016-08-09,348,411.0,314.0,383.0,182.0,236.0
2016-08-16,340,348.0,411.0,314.0,383.0,182.0
2016-08-23,257,340.0,348.0,411.0,314.0,383.0
2016-08-30,434,257.0,340.0,348.0,411.0,314.0
2016-09-06,335,434.0,257.0,340.0,348.0,411.0
2016-09-13,298,335.0,434.0,257.0,340.0,348.0
2016-09-20,252,298.0,335.0,434.0,257.0,340.0
2016-09-27,416,252.0,298.0,335.0,434.0,257.0
2016-10-04,405,416.0,252.0,298.0,335.0,434.0
2016-10-11,398,405.0,416.0,252.0,298.0,335.0
2016-10-18,382,398.0,405.0,416.0,252.0,298.0
2016-10-25,406,382.0,398.0,405.0,416.0,252.0
2016-11-01,312,406.0,382.0,398.0,405.0,416.0
2016-11-08,335,312.0,406.0,382.0,398.0,405.0
2016-11-15,246,335.0,312.0,406.0,382.0,398.0
2016-11-22,337,246.0,335.0,312.0,406.0,382.0
2016-11-29,353,337.0,246.0,335.0,312.0,406.0
2016-12-06,383,353.0,337.0,246.0,335.0,312.0
2016-12-13,428,383.0,353.0,337.0,246.0,335.0
2016-12-20,400,428.0,383.0,353.0,337.0,246.0
2016-12-27,332,400.0,428.0,383.0,353.0,337.0
2017-01-03,182,332.0,400.0,428.0,383.0,353.0
